feature_key,count
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|204.232.236.235|6|128|1181|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|204.232.236.162|6|128|1182|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|64.18.7.11|6|128|1183|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|208.65.145.3|6|128|1184|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|208.43.89.133|6|128|1185|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|162.44.124.91|6|128|1186|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|65.175.226.37|6|128|1187|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|204.232.236.215|6|128|1188|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|97.79.175.118|6|128|1189|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|91.212.135.158|6|128|1394|5678|PA|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|202.108.252.141|6|128|1396|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|64.59.134.8|6|128|1397|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|38.113.116.213|6|128|1398|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|210.188.201.17|6|128|1399|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|66.180.193.210|6|128|1400|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|193.164.156.70|6|128|1401|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|211.41.82.134|6|128|1402|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|207.170.206.200|6|128|1403|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|125.16.62.82|6|128|1404|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|67.69.240.21|6|128|1405|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|202.108.252.141|6|128|1545|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|202.108.252.141|6|128|1546|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|202.108.252.141|6|128|1547|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|202.108.252.141|6|128|1548|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|202.108.252.141|6|128|1549|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|91.212.135.158|6|128|1550|5678|PA|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|77.238.184.241|6|128|1551|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|65.54.188.94|6|128|1552|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|213.253.55.128|6|128|1553|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|198.190.246.40|6|128|1554|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|204.232.236.253|6|128|1555|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|12.180.242.194|6|128|1556|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|216.33.127.20|6|128|1557|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|65.54.188.110|6|128|1558|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|91.212.135.158|6|128|1735|5678|PA|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|72.14.213.27|6|128|1736|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|202.81.31.148|6|128|1737|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|209.86.93.226|6|128|1738|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|64.59.134.8|6|128|1739|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|74.125.148.14|6|128|1740|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|94.245.120.86|6|128|1741|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|216.236.252.37|6|128|1742|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|74.213.154.72|6|128|1743|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|199.90.60.132|6|128|1744|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|67.231.144.1|6|128|1933|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|67.231.144.1|6|128|1934|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|67.231.144.1|6|128|1935|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|91.212.135.158|6|128|1936|5678|PA|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|200.49.96.88|6|128|1937|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|216.99.131.27|6|128|1938|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|71.101.82.126|6|128|1939|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|69.15.106.150|6|128|1940|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|195.216.196.111|6|128|1941|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|204.232.236.132|6|128|1942|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|220.229.116.133|6|128|1944|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|202.214.10.137|6|128|1945|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|72.14.213.27|6|128|1946|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|216.40.42.4|6|128|1947|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|74.125.157.27|6|128|2165|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|62.128.193.101|6|128|2166|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|91.212.135.158|6|128|2167|5678|PA|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|69.59.189.80|6|128|2168|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|63.82.98.204|6|128|2169|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|64.191.223.38|6|128|2170|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|64.18.7.10|6|128|2171|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|38.118.16.152|6|128|2172|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|198.16.0.225|6|128|2173|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|170.232.8.118|6|128|2174|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|81.80.14.36|6|128|2175|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|91.212.135.158|6|128|2358|5678|PA|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|200.142.128.100|6|128|2359|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|200.142.128.51|6|128|2360|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|200.142.128.51|6|128|2361|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|200.142.128.100|6|128|2362|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|200.142.128.51|6|128|2363|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|200.142.128.100|6|128|2364|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|200.142.128.51|6|128|2365|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|200.142.128.100|6|128|2366|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|200.142.128.51|6|128|2367|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|200.142.128.100|6|128|2368|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|200.142.128.51|6|128|2369|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|200.142.128.100|6|128|2370|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|200.142.128.51|6|128|2371|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|200.142.128.100|6|128|2372|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|200.142.128.100|6|128|2373|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|200.142.128.51|6|128|2374|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|200.142.128.100|6|128|2375|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|200.142.128.51|6|128|2376|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|200.142.128.100|6|128|2377|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|200.142.128.51|6|128|2378|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|200.142.128.100|6|128|2379|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|200.142.128.51|6|128|2380|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|200.142.128.100|6|128|2381|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|200.142.128.51|6|128|2382|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|200.142.128.100|6|128|2383|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|200.142.128.51|6|128|2384|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|200.142.128.51|6|128|2385|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|200.142.128.100|6|128|2386|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|200.142.128.51|6|128|2387|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|200.142.128.100|6|128|2388|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|200.142.128.51|6|128|2389|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|200.142.128.100|6|128|2390|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|200.142.128.51|6|128|2391|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|200.142.128.100|6|128|2392|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|200.142.128.51|6|128|2393|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|200.142.128.100|6|128|2394|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|200.142.128.51|6|128|2395|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|200.142.128.100|6|128|2396|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|200.142.128.100|6|128|2397|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|200.142.128.51|6|128|2398|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|200.142.128.100|6|128|2399|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|200.142.128.51|6|128|2400|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|200.142.128.100|6|128|2401|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|200.142.128.51|6|128|2402|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|200.142.128.100|6|128|2403|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|200.142.128.51|6|128|2404|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|200.142.128.100|6|128|2405|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|200.142.128.51|6|128|2406|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|200.142.128.100|6|128|2407|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|200.142.128.51|6|128|2408|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|200.142.128.51|6|128|2409|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|200.142.128.100|6|128|2410|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|200.142.128.51|6|128|2411|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|200.142.128.100|6|128|2412|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|200.142.128.51|6|128|2413|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|200.142.128.100|6|128|2414|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|91.212.135.158|6|128|2415|5678|PA|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|209.65.160.81|6|128|2417|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|208.65.144.2|6|128|2419|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|192.132.221.57|6|128|2420|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|209.65.160.73|6|128|2421|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|65.55.37.72|6|128|2422|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|67.231.144.178|6|128|2538|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|91.212.135.158|6|128|2539|5678|PA|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|74.125.148.11|6|128|2540|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|204.232.236.163|6|128|2541|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|206.46.232.11|6|128|2542|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|216.125.49.76|6|128|2543|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|65.55.92.184|6|128|2544|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|66.203.207.26|6|128|2545|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|64.59.134.8|6|128|2546|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|71.74.56.244|6|128|2547|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|91.212.135.158|6|128|2730|5678|PA|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|168.61.70.66|6|128|2731|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|129.41.169.246|6|128|2732|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|212.27.42.58|6|128|2733|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|93.17.128.7|6|128|2734|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|216.231.224.39|6|128|2735|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|64.98.36.4|6|128|2736|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|202.89.55.199|6|128|2737|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|193.252.23.67|6|128|2738|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|64.191.223.39|6|128|2739|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|91.212.135.158|6|128|2929|5678|PA|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|65.55.92.152|6|128|2930|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|65.55.92.168|6|128|2931|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|65.55.92.184|6|128|2932|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|65.54.188.72|6|128|2933|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|147.72.234.89|6|128|2934|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|216.32.181.178|6|128|2935|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|65.54.188.94|6|128|2936|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|208.114.50.91|6|128|2937|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|65.54.188.110|6|128|2938|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|65.54.188.126|6|128|2939|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|65.55.92.152|6|128|3049|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|65.55.92.168|6|128|3050|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|65.55.92.184|6|128|3051|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|65.54.188.72|6|128|3052|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|65.54.188.94|6|128|3053|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|91.212.135.158|6|128|3054|5678|PA|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|213.205.33.247|6|128|3055|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|24.71.223.11|6|128|3056|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|86.109.110.144|6|128|3057|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|65.54.188.126|6|128|3058|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|65.55.37.72|6|128|3059|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.158.139.194|6|128|3235|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|203.200.235.142|6|128|3236|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|91.212.135.158|6|128|3237|5678|PA|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|202.248.238.10|6|128|3238|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|24.71.223.11|6|128|3239|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|65.55.37.72|6|128|3240|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|212.82.111.207|6|128|3241|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|64.136.44.37|6|128|3242|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|202.81.252.176|6|128|3243|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|128.122.119.206|6|128|3244|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|65.55.37.88|6|128|3245|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|213.174.176.146|6|128|3249|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|213.174.176.146|6|128|3298|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|202.248.238.10|6|128|3299|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|24.71.223.11|6|128|3300|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|91.212.135.158|6|128|3469|5678|A|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|91.212.135.158|6|128|3469|5678|PA|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|174.143.82.76|6|128|3470|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|64.18.5.10|6|128|3471|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|80.160.76.237|6|128|3472|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|64.18.4.10|6|128|3473|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|194.106.221.130|6|128|3474|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|67.231.152.94|6|128|3475|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|69.64.55.52|6|128|3476|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|65.55.88.22|6|128|3477|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|64.22.133.19|6|128|3478|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|74.125.148.11|6|128|3479|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|91.212.135.158|6|128|3680|5678|PA|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|218.102.53.139|6|128|3681|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|193.252.22.92|6|128|3682|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|65.55.37.88|6|128|3683|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|65.55.37.104|6|128|3684|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|24.71.223.11|6|128|3685|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|74.125.67.27|6|128|3686|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|64.136.44.37|6|128|3687|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|77.238.27.187|6|128|3688|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|65.55.37.120|6|128|3689|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|213.243.63.49|6|128|3690|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|91.212.135.158|6|128|3871|5678|PA|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|77.238.184.241|6|128|3872|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|216.163.188.54|6|128|3873|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|74.125.47.27|6|128|3874|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|74.125.67.27|6|128|3875|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|64.59.134.8|6|128|3876|25|S|64240|0|0,4
