feature_key,count
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|202.224.39.235|6|128|1693|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|209.85.229.27|6|128|1694|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|202.108.252.141|6|128|1695|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|202.235.200.129|6|128|1697|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|113.37.88.39|6|128|1698|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|203.174.74.151|6|128|1699|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|202.78.248.131|6|128|1700|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|219.94.146.44|6|128|1701|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|74.125.148.10|6|128|1702|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|74.205.4.13|6|128|1867|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|91.212.135.158|6|128|1868|5678|PA|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|65.55.37.72|6|128|1869|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|200.91.27.33|6|128|1870|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|208.108.11.226|6|128|1871|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|190.98.211.162|6|128|1872|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|163.247.64.152|6|128|1873|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|205.188.103.2|6|128|1874|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|205.188.146.194|6|128|1875|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|200.38.208.219|6|128|1876|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|207.115.36.21|6|128|1877|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|91.212.135.158|6|128|2057|5678|PA|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|65.54.188.72|6|128|2059|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|210.165.10.1|6|128|2060|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|65.54.188.94|6|128|2061|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|65.54.188.110|6|128|2062|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|65.54.188.126|6|128|2063|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|209.181.247.105|6|128|2064|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|65.55.37.72|6|128|2065|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|65.55.37.88|6|128|2066|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|65.55.37.104|6|128|2067|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2566|PA|64689|0|0,4
08:00:27:b5:b7:19|00:1e:49:db:19:c3|90.177.113.3|147.32.84.165|6|117|2566|3389|PA|64797|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2566|PA|64150|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2826|PA|65297|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2826|PA|64683|0|0,4
08:00:27:b5:b7:19|00:1e:49:db:19:c3|90.177.113.3|147.32.84.165|6|117|2826|3389|PA|64797|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2826|PA|64246|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|65.55.37.72|6|128|2089|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|65.55.37.88|6|128|2090|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|65.55.37.104|6|128|2091|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|65.55.37.120|6|128|2092|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|65.55.92.136|6|128|2093|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|65.55.92.152|6|128|2094|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|65.55.92.168|6|128|2096|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|65.54.188.72|6|128|2105|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|65.54.188.94|6|128|2106|25|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|3376|PA|64681|0|0,4
08:00:27:b5:b7:19|00:1e:49:db:19:c3|90.177.113.3|147.32.84.165|6|117|3376|3389|PA|64797|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|3376|PA|64195|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|3509|SA|65340|0|0,4
08:00:27:b5:b7:19|00:1e:49:db:19:c3|90.177.113.3|147.32.84.165|6|117|3509|3389|PA|64797|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|3509|PA|64193|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|3811|PA|64689|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|147.32.80.9|17|128|0|0|0|0|1040|53,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|61.135.188.210|6|128|1041|80|A|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|61.135.188.210|6|128|1044|80|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|61.135.188.157|6|128|1043|80|A|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|61.135.189.50|6|128|1046|80|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|209.85.149.160|6|128|1051|80|A|64350|0|0,4
08:00:27:b5:b7:19|00:1e:49:db:19:c3|123.126.51.33|147.32.84.165|6|43|80|1049|A|6432|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|123.126.51.33|6|128|1057|80|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|123.126.51.33|6|128|1054|80|PA|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|123.126.51.33|6|128|1056|80|PA|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|123.126.51.33|6|128|1049|80|A|63059|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|220.181.69.213|6|128|1059|80|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|61.135.188.210|6|128|1044|80|FA|64092|0|0,4
08:00:27:b5:b7:19|00:1e:49:db:19:c3|123.126.51.33|147.32.84.165|6|43|80|1061|A|6432|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|123.126.51.33|6|128|1066|80|A|61320|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|118.228.148.32|6|128|1068|80|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|123.126.51.33|6|128|1061|80|A|63315|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|61.135.188.210|6|128|1070|80|S|64240|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|61.135.188.210|6|128|1070|80|FA|64092|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|218.29.42.137|6|128|1072|80|A|55024|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|218.29.42.137|6|128|1072|80|A|52128|0|0,4
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|65.55.56.40|17|128|0|0|0|0|123|123,4
08:00:27:e2:09:2d|00:1e:49:db:19:c3|147.32.80.9|147.32.84.191|17|62|0|0|0|0|53|1025,4
08:00:27:1f:65:4a|00:1e:49:db:19:c3|147.32.80.9|147.32.84.192|17|62|0|0|0|0|53|1025,4
00:1e:49:db:19:c3|08:00:27:e2:09:2d|147.32.84.191|65.55.56.40|17|128|0|0|0|0|123|123,4
01:00:5e:00:00:16|08:00:27:e2:09:2d|147.32.84.191|224.0.0.22|2|1|0|0|0|0|0|0,4
00:1e:49:db:19:c3|08:00:27:1f:65:4a|147.32.84.192|65.55.56.40|17|128|0|0|0|0|123|123,4
01:00:5e:00:00:16|08:00:27:1f:65:4a|147.32.84.192|224.0.0.22|2|1|0|0|0|0|0|0,4
08:00:27:b5:b7:19|00:1e:49:db:19:c3|38.229.70.20|147.32.84.165|6|47|6667|1038|PA|5840|0|0,4
08:00:27:b5:b7:19|54:52:00:00:00:01|147.32.84.79|147.32.84.165|17|64|0|0|0|0|41416|161,4
08:00:27:b5:b7:19|00:1e:49:db:19:c3|82.96.64.4|147.32.84.165|6|54|6667|1037|A|5840|0|0,3
08:00:27:b5:b7:19|00:1e:49:db:19:c3|82.96.64.4|147.32.84.165|6|54|6667|1037|A|6432|0|0,3
08:00:27:b5:b7:19|00:1e:49:db:19:c3|130.239.18.172|147.32.84.165|6|46|6667|1039|PA|5840|0|0,3
ff:ff:ff:ff:ff:ff|54:52:00:00:00:01|0|0|0|0|0|0|0|0|0|0,3
08:00:27:b5:b7:19|6c:f0:49:ec:bf:09|0|0|0|0|0|0|0|0|0|0,3
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|195.113.232.98|6|128|1040|80|A|64240|0|0,3
08:00:27:b5:b7:19|00:1e:49:db:19:c3|86.65.39.15|147.32.84.165|6|54|6667|1037|PA|5840|0|0,3
08:00:27:b5:b7:19|00:1e:49:db:19:c3|91.212.135.158|147.32.84.165|6|48|5678|1543|A|65535|0|0,3
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|66.210.198.51|6|128|1544|25|S|64240|0|0,3
08:00:27:b5:b7:19|00:1e:49:db:19:c3|91.212.135.158|147.32.84.165|6|48|5678|1711|A|65535|0|0,3
08:00:27:b5:b7:19|00:1e:49:db:19:c3|91.212.135.158|147.32.84.165|6|48|5678|2039|A|65535|0|0,3
08:00:27:b5:b7:19|00:1e:49:db:19:c3|91.212.135.158|147.32.84.165|6|48|5678|2222|A|65535|0|0,3
08:00:27:b5:b7:19|00:1e:49:db:19:c3|91.212.135.158|147.32.84.165|6|48|5678|2736|A|65535|0|0,3
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|65.54.188.94|6|128|3272|25|S|64240|0|0,3
08:00:27:b5:b7:19|00:1e:49:db:19:c3|91.212.135.158|147.32.84.165|6|48|5678|3914|A|65535|0|0,3
08:00:27:b5:b7:19|00:1e:49:db:19:c3|91.212.135.158|147.32.84.165|6|48|5678|4074|A|65535|0|0,3
08:00:27:b5:b7:19|00:1e:49:db:19:c3|91.212.135.158|147.32.84.165|6|48|5678|4298|A|65535|0|0,3
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|213.191.142.115|6|128|4299|25|S|64240|0|0,3
08:00:27:b5:b7:19|00:1e:49:db:19:c3|91.212.135.158|147.32.84.165|6|48|5678|4465|A|65535|0|0,3
08:00:27:b5:b7:19|00:1e:49:db:19:c3|91.212.135.158|147.32.84.165|6|48|5678|4880|A|65535|0|0,3
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|91.212.135.158|6|128|1124|5678|PA|64240|0|0,3
08:00:27:b5:b7:19|00:1e:49:db:19:c3|91.212.135.158|147.32.84.165|6|48|5678|1868|A|65535|0|0,3
08:00:27:b5:b7:19|00:1e:49:db:19:c3|220.181.111.147|147.32.84.165|6|41|80|1047|PA|6432|0|0,3
08:00:27:b5:b7:19|00:1e:49:db:19:c3|123.126.51.33|147.32.84.165|6|43|80|1050|A|7504|0|0,3
08:00:27:b5:b7:19|00:1e:49:db:19:c3|123.126.51.33|147.32.84.165|6|43|80|1054|A|6432|0|0,3
08:00:27:b5:b7:19|00:1e:49:db:19:c3|123.126.51.33|147.32.84.165|6|43|80|1049|A|8576|0|0,3
08:00:27:b5:b7:19|00:1e:49:db:19:c3|123.126.51.33|147.32.84.165|6|43|80|1049|A|9648|0|0,3
08:00:27:1f:65:4a|00:1e:49:db:19:c3|78.40.125.4|147.32.84.192|6|48|6667|1037|A|6432|0|0,3
08:00:27:b5:b7:19|00:1e:49:db:19:c3|38.229.70.20|147.32.84.165|6|47|6667|1038|A|6432|0|0,3
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|74.125.232.193|6|128|1027|80|S|64240|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|74.125.232.193|6|128|1027|80|A|64350|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|74.125.232.193|6|128|1027|80|PA|64350|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|74.125.232.193|6|128|1027|80|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|38.229.70.20|6|128|1041|6667|R|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|82.96.64.4|6|128|1037|6667|S|64240|0|0,2
08:00:27:b5:b7:19|00:1e:49:db:19:c3|82.96.64.4|147.32.84.165|6|54|6667|1037|PA|5840|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|82.96.64.4|6|128|113|37364|SA|64240|0|0,2
08:00:27:b5:b7:19|00:1e:49:db:19:c3|82.96.64.4|147.32.84.165|6|54|37364|113|A|46|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|82.96.64.4|6|128|113|37364|PA|64227|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|82.96.64.4|6|128|113|37364|A|64227|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.190.0.3|6|128|8000|42310|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.190.0.3|6|128|3128|36104|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.190.0.3|6|128|8000|33260|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.190.0.3|6|128|8000|43859|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.190.0.3|6|128|3128|50874|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.190.0.3|6|128|8080|36363|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.190.0.3|6|128|1080|38786|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.190.0.3|6|128|80|36017|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.190.0.3|6|128|80|46232|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.190.0.3|6|128|8080|60544|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.190.0.3|6|128|3128|46045|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.190.0.3|6|128|3128|43215|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.190.0.3|6|128|6588|43418|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.190.0.3|6|128|80|60484|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.190.0.3|6|128|8080|33385|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.190.0.3|6|128|8000|51185|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.190.0.3|6|128|8080|56712|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.190.0.3|6|128|1080|56102|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.190.0.3|6|128|80|35392|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.190.0.3|6|128|80|48603|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.190.0.3|6|128|8080|50430|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.190.0.3|6|128|9999|45648|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.190.0.3|6|128|9090|50304|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.190.0.3|6|128|3883|56794|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.190.0.3|6|128|1337|60416|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.190.0.3|6|128|8082|40089|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.190.0.3|6|128|443|32993|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.190.0.3|6|128|9090|35839|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.190.0.3|6|128|81|43979|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.190.0.3|6|128|4480|33755|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.190.0.3|6|128|8000|44887|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.190.0.3|6|128|3128|35288|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.190.0.3|6|128|6588|48231|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.190.0.3|6|128|1025|42387|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.190.0.3|6|128|9000|51818|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.190.0.3|6|128|10080|58730|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.190.0.3|6|128|81|51435|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.190.0.3|6|128|3127|37103|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.190.0.3|6|128|8888|47725|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.190.0.3|6|128|1182|58287|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.190.0.3|6|128|9090|40689|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.190.0.3|6|128|9100|38819|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.190.0.3|6|128|8090|48955|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.190.0.3|6|128|9100|44289|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.190.0.3|6|128|8888|54263|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.190.0.3|6|128|808|46404|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.190.0.3|6|128|23|57572|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.190.0.3|6|128|4480|51902|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.190.0.3|6|128|808|53964|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.190.0.3|6|128|8000|59957|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.190.0.3|6|128|1025|32847|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.190.0.3|6|128|1081|37436|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.190.0.3|6|128|6663|53953|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.190.0.3|6|128|23|34933|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.190.0.3|6|128|80|51382|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.190.0.3|6|128|3128|45421|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.190.0.3|6|128|443|37443|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.190.0.3|6|128|443|34484|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.190.0.3|6|128|8080|53591|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.190.0.3|6|128|8081|52588|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.190.0.3|6|128|8080|44116|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.190.0.3|6|128|3246|40038|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.190.0.3|6|128|3246|60198|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.190.0.3|6|128|1080|47377|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.190.0.3|6|128|8080|57943|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.190.0.3|6|128|6588|51517|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.190.0.3|6|128|1080|49029|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.190.0.3|6|128|80|52097|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.190.0.3|6|128|3128|37135|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|82.96.64.4|6|128|1037|6667|A|63413|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|82.96.64.4|6|128|1037|6667|A|63337|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|82.96.64.4|6|128|1037|6667|PA|64167|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|82.96.64.4|6|128|1037|6667|PA|64101|0|0,2
08:00:27:b5:b7:19|00:12:3f:79:0a:65|147.32.84.171|147.32.84.165|17|64|0|0|0|0|138|138,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|130.239.18.172|6|128|1039|6667|PA|64240|0|0,2
08:00:27:b5:b7:19|00:1e:49:db:19:c3|130.239.18.172|147.32.84.165|6|46|56102|113|A|46|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|130.239.18.172|6|128|1039|6667|PA|64014|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|130.239.18.172|6|128|1039|6667|PA|63847|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|130.239.18.172|6|128|1039|6667|PA|63756|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|130.239.18.172|6|128|1039|6667|PA|63666|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|130.239.18.172|6|128|1039|6667|PA|63575|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|130.239.18.172|6|128|1039|6667|PA|63394|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|130.239.18.172|6|128|1039|6667|PA|63299|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|195.113.232.90|6|128|1036|80|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|192.168.88.121|17|128|0|0|0|0|137|54053,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|86.65.39.15|6|128|1037|6667|S|64240|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|86.65.39.15|6|128|113|44048|SA|64240|0|0,2
08:00:27:b5:b7:19|00:1e:49:db:19:c3|86.65.39.15|147.32.84.165|6|54|44048|113|A|46|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|86.65.39.15|6|128|113|44048|PA|64227|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|86.65.39.15|6|128|113|44048|A|64227|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.190.0.3|6|128|8000|56380|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.190.0.3|6|128|3128|34005|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.190.0.3|6|128|3128|48643|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|85.190.0.3|6|128|8000|35785|RA|0|0|0,2
