key,count
"((np.float64(167746769803311.0), np.float64(203050739936115.0), np.float64(2048.0), np.float64(2211115094.0), np.float64(2211115158.0), np.float64(6.0), np.float64(128.0), np.float64(1453.0), np.float64(22.0), np.float64(24.0), np.float64(32758.0), np.float64(0.0), np.float64(0.0)), 0)",6
"((np.float64(256079677908304.0), np.float64(167746769803311.0), np.float64(2048.0), np.float64(2211115158.0), np.float64(401287311.0), np.float64(6.0), np.float64(64.0), np.float64(54394.0), np.float64(443.0), np.float64(16.0), np.float64(29.0), np.float64(0.0), np.float64(0.0)), 0)",6
"((np.float64(203050739936115.0), np.float64(256079677908304.0), np.float64(2048.0), np.float64(1168955447.0), np.float64(2211115094.0), np.float64(6.0), np.float64(47.0), np.float64(80.0), np.float64(2118.0), np.float64(16.0), np.float64(31.0), np.float64(0.0), np.float64(0.0)), 0)",6
"((np.float64(256079677908304.0), np.float64(167746769803311.0), np.float64(2048.0), np.float64(2211115158.0), np.float64(3516189987.0), np.float64(6.0), np.float64(64.0), np.float64(56578.0), np.float64(443.0), np.float64(16.0), np.float64(2.0), np.float64(0.0), np.float64(0.0)), 0)",6
"((np.float64(256079677908304.0), np.float64(203050739702946.0), np.float64(2048.0), np.float64(2211115095.0), np.float64(1042895844.0), np.float64(17.0), np.float64(255.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(17609.0), np.float64(80.0)), 0)",6
"((np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(168298634.0), np.float64(3516189993.0), np.float64(6.0), np.float64(64.0), np.float64(60124.0), np.float64(443.0), np.float64(16.0), np.float64(856.0), np.float64(0.0), np.float64(0.0)), 1)",6
"((np.float64(56294136414210.0), np.float64(260535860406272.0), np.float64(34525.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(546.0), np.float64(547.0)), 0)",6
"((np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(3438079652.0), np.float64(168298634.0), np.float64(6.0), np.float64(38.0), np.float64(1781.0), np.float64(45849.0), np.float64(16.0), np.float64(4498.0), np.float64(0.0), np.float64(0.0)), 1)",6
"((np.float64(167746769787822.0), np.float64(90520731479020.0), np.float64(2048.0), np.float64(2211115121.0), np.float64(2211115109.0), np.float64(6.0), np.float64(64.0), np.float64(22.0), np.float64(41979.0), np.float64(24.0), np.float64(76.0), np.float64(0.0), np.float64(0.0)), 0)",6
"((np.float64(203050739702946.0), np.float64(256079677908304.0), np.float64(2048.0), np.float64(2211055130.0), np.float64(2211115095.0), np.float64(6.0), np.float64(124.0), np.float64(13000.0), np.float64(19471.0), np.float64(16.0), np.float64(32205.0), np.float64(0.0), np.float64(0.0)), 0)",6
"((np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(168298634.0), np.float64(1264950028.0), np.float64(6.0), np.float64(64.0), np.float64(43336.0), np.float64(22.0), np.float64(16.0), np.float64(34872.0), np.float64(0.0), np.float64(0.0)), 1)",6
"((np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(3103972489.0), np.float64(168298634.0), np.float64(6.0), np.float64(51.0), np.float64(80.0), np.float64(43536.0), np.float64(16.0), np.float64(2048.0), np.float64(0.0), np.float64(0.0)), 1)",6
"((np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(1180981804.0), np.float64(168298630.0), np.float64(6.0), np.float64(109.0), np.float64(14783.0), np.float64(60077.0), np.float64(16.0), np.float64(62.0), np.float64(0.0), np.float64(0.0)), 1)",6
"((np.float64(167746769803311.0), np.float64(256079677908304.0), np.float64(2048.0), np.float64(3352565933.0), np.float64(2211115158.0), np.float64(6.0), np.float64(58.0), np.float64(443.0), np.float64(54539.0), np.float64(16.0), np.float64(306.0), np.float64(0.0), np.float64(0.0)), 0)",6
"((np.float64(167746769803311.0), np.float64(93042766637506.0), np.float64(2048.0), np.float64(2211115080.0), np.float64(2211115158.0), np.float64(6.0), np.float64(64.0), np.float64(22.0), np.float64(44483.0), np.float64(16.0), np.float64(399.0), np.float64(0.0), np.float64(0.0)), 0)",6
"((np.float64(203050739702946.0), np.float64(256079677908304.0), np.float64(2048.0), np.float64(2915203950.0), np.float64(2211115095.0), np.float64(6.0), np.float64(55.0), np.float64(443.0), np.float64(2536.0), np.float64(24.0), np.float64(3263.0), np.float64(0.0), np.float64(0.0)), 0)",6
"((np.float64(167746769787822.0), np.float64(90520731479020.0), np.float64(2048.0), np.float64(2211115121.0), np.float64(2211115109.0), np.float64(6.0), np.float64(64.0), np.float64(22.0), np.float64(41796.0), np.float64(16.0), np.float64(122.0), np.float64(0.0), np.float64(0.0)), 0)",6
"((np.float64(8796755037282.0), np.float64(90520731923714.0), np.float64(2048.0), np.float64(2919001627.0), np.float64(167772687.0), np.float64(6.0), np.float64(64.0), np.float64(443.0), np.float64(49244.0), np.float64(16.0), np.float64(65535.0), np.float64(0.0), np.float64(0.0)), 0)",6
"((np.float64(56298414586134.0), np.float64(144804198678.0), np.float64(34525.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)), 0)",6
"((np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(168298626.0), np.float64(3488736212.0), np.float64(6.0), np.float64(64.0), np.float64(33814.0), np.float64(80.0), np.float64(16.0), np.float64(5756.0), np.float64(0.0), np.float64(0.0)), 1)",6
"((np.float64(167746769803311.0), np.float64(93042766637506.0), np.float64(2048.0), np.float64(2211115080.0), np.float64(2211115158.0), np.float64(6.0), np.float64(64.0), np.float64(22.0), np.float64(44476.0), np.float64(16.0), np.float64(477.0), np.float64(0.0), np.float64(0.0)), 0)",6
"((np.float64(256079677908304.0), np.float64(167746769803311.0), np.float64(2048.0), np.float64(2211115158.0), np.float64(2915203936.0), np.float64(6.0), np.float64(64.0), np.float64(56742.0), np.float64(443.0), np.float64(16.0), np.float64(317.0), np.float64(0.0), np.float64(0.0)), 0)",6
"((np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(168298634.0), np.float64(3438079652.0), np.float64(6.0), np.float64(64.0), np.float64(50676.0), np.float64(1838.0), np.float64(16.0), np.float64(52672.0), np.float64(0.0), np.float64(0.0)), 1)",6
"((np.float64(256079677908304.0), np.float64(167746769803311.0), np.float64(2048.0), np.float64(2211115158.0), np.float64(398708400.0), np.float64(6.0), np.float64(64.0), np.float64(47385.0), np.float64(80.0), np.float64(16.0), np.float64(2035.0), np.float64(0.0), np.float64(0.0)), 0)",6
"((np.float64(256079677908304.0), np.float64(167746769803311.0), np.float64(2048.0), np.float64(2211115158.0), np.float64(401287311.0), np.float64(6.0), np.float64(64.0), np.float64(54394.0), np.float64(443.0), np.float64(16.0), np.float64(150.0), np.float64(0.0), np.float64(0.0)), 0)",6
"((np.float64(256079677908304.0), np.float64(167746769803311.0), np.float64(2048.0), np.float64(2211115158.0), np.float64(3516189987.0), np.float64(6.0), np.float64(64.0), np.float64(56578.0), np.float64(443.0), np.float64(16.0), np.float64(12.0), np.float64(0.0), np.float64(0.0)), 0)",6
"((np.float64(167746769803311.0), np.float64(256079677908304.0), np.float64(2048.0), np.float64(1209359291.0), np.float64(2211115158.0), np.float64(6.0), np.float64(52.0), np.float64(443.0), np.float64(58033.0), np.float64(16.0), np.float64(39.0), np.float64(0.0), np.float64(0.0)), 0)",6
"((np.float64(203050739702946.0), np.float64(203050739697615.0), np.float64(2048.0), np.float64(2211115250.0), np.float64(2211115095.0), np.float64(6.0), np.float64(128.0), np.float64(22.0), np.float64(42128.0), np.float64(16.0), np.float64(1613.0), np.float64(0.0), np.float64(0.0)), 0)",6
"((np.float64(167746769803311.0), np.float64(93042766637506.0), np.float64(2048.0), np.float64(2211115080.0), np.float64(2211115158.0), np.float64(6.0), np.float64(64.0), np.float64(22.0), np.float64(44475.0), np.float64(16.0), np.float64(387.0), np.float64(0.0), np.float64(0.0)), 0)",6
"((np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(3438079652.0), np.float64(168298634.0), np.float64(6.0), np.float64(37.0), np.float64(1336.0), np.float64(49463.0), np.float64(16.0), np.float64(2266.0), np.float64(0.0), np.float64(0.0)), 1)",6
"((np.float64(256079677908304.0), np.float64(167746769803311.0), np.float64(2048.0), np.float64(2211115158.0), np.float64(3352565935.0), np.float64(6.0), np.float64(64.0), np.float64(58977.0), np.float64(443.0), np.float64(16.0), np.float64(17459.0), np.float64(0.0), np.float64(0.0)), 0)",6
"((np.float64(256079677908304.0), np.float64(203050739702946.0), np.float64(2048.0), np.float64(2211115095.0), np.float64(1249711805.0), np.float64(6.0), np.float64(128.0), np.float64(19388.0), np.float64(443.0), np.float64(16.0), np.float64(16315.0), np.float64(0.0), np.float64(0.0)), 0)",6
"((np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(168298626.0), np.float64(35550262.0), np.float64(6.0), np.float64(64.0), np.float64(48835.0), np.float64(58139.0), np.float64(24.0), np.float64(1169.0), np.float64(0.0), np.float64(0.0)), 1)",6
"((np.float64(203050739702946.0), np.float64(203050739697615.0), np.float64(2048.0), np.float64(2211115250.0), np.float64(2211115095.0), np.float64(6.0), np.float64(128.0), np.float64(22.0), np.float64(42128.0), np.float64(16.0), np.float64(1619.0), np.float64(0.0), np.float64(0.0)), 0)",6
"((np.float64(203050739702946.0), np.float64(256079677908304.0), np.float64(2048.0), np.float64(2915203959.0), np.float64(2211115095.0), np.float64(6.0), np.float64(55.0), np.float64(443.0), np.float64(2573.0), np.float64(16.0), np.float64(546.0), np.float64(0.0), np.float64(0.0)), 0)",6
"((np.float64(167746769803311.0), np.float64(93042766637506.0), np.float64(2048.0), np.float64(2211115080.0), np.float64(2211115158.0), np.float64(6.0), np.float64(64.0), np.float64(22.0), np.float64(44483.0), np.float64(16.0), np.float64(499.0), np.float64(0.0), np.float64(0.0)), 0)",6
"((np.float64(256079677908304.0), np.float64(167746769803311.0), np.float64(2048.0), np.float64(2211115158.0), np.float64(401287311.0), np.float64(6.0), np.float64(64.0), np.float64(54394.0), np.float64(443.0), np.float64(16.0), np.float64(142.0), np.float64(0.0), np.float64(0.0)), 0)",6
"((np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(2170694499.0), np.float64(168298626.0), np.float64(6.0), np.float64(108.0), np.float64(24011.0), np.float64(56673.0), np.float64(16.0), np.float64(259.0), np.float64(0.0), np.float64(0.0)), 1)",6
"((np.float64(203050739702946.0), np.float64(203050739697615.0), np.float64(2048.0), np.float64(2211115250.0), np.float64(2211115095.0), np.float64(6.0), np.float64(128.0), np.float64(22.0), np.float64(42128.0), np.float64(16.0), np.float64(1946.0), np.float64(0.0), np.float64(0.0)), 0)",6
"((np.float64(203050739697615.0), np.float64(256079677908304.0), np.float64(2048.0), np.float64(2915203841.0), np.float64(2211115250.0), np.float64(6.0), np.float64(55.0), np.float64(443.0), np.float64(32603.0), np.float64(24.0), np.float64(369.0), np.float64(0.0), np.float64(0.0)), 0)",6
"((np.float64(203050739936115.0), np.float64(256079677908304.0), np.float64(2048.0), np.float64(2915203905.0), np.float64(2211115094.0), np.float64(6.0), np.float64(55.0), np.float64(443.0), np.float64(2106.0), np.float64(24.0), np.float64(451.0), np.float64(0.0), np.float64(0.0)), 0)",6
"((np.float64(203050739702946.0), np.float64(203050739697615.0), np.float64(2048.0), np.float64(2211115250.0), np.float64(2211115095.0), np.float64(6.0), np.float64(128.0), np.float64(22.0), np.float64(42128.0), np.float64(16.0), np.float64(1142.0), np.float64(0.0), np.float64(0.0)), 0)",6
"((np.float64(256079677908304.0), np.float64(167746769803311.0), np.float64(2048.0), np.float64(2211115158.0), np.float64(401287311.0), np.float64(6.0), np.float64(64.0), np.float64(54394.0), np.float64(443.0), np.float64(16.0), np.float64(163.0), np.float64(0.0), np.float64(0.0)), 0)",6
"((np.float64(203050739702946.0), np.float64(203050739697615.0), np.float64(2048.0), np.float64(2211115250.0), np.float64(2211115095.0), np.float64(6.0), np.float64(128.0), np.float64(22.0), np.float64(42128.0), np.float64(16.0), np.float64(856.0), np.float64(0.0), np.float64(0.0)), 0)",6
"((np.float64(203050739697615.0), np.float64(256079677908304.0), np.float64(2048.0), np.float64(645703805.0), np.float64(2211115250.0), np.float64(6.0), np.float64(44.0), np.float64(80.0), np.float64(32446.0), np.float64(16.0), np.float64(1033.0), np.float64(0.0), np.float64(0.0)), 0)",6
"((np.float64(256079677908304.0), np.float64(167746769803311.0), np.float64(2048.0), np.float64(2211115158.0), np.float64(3516189987.0), np.float64(6.0), np.float64(64.0), np.float64(56578.0), np.float64(443.0), np.float64(16.0), np.float64(38.0), np.float64(0.0), np.float64(0.0)), 0)",6
"((np.float64(281474976710655.0), np.float64(18544356197937.0), np.float64(2048.0), np.float64(2211115875.0), np.float64(2211116031.0), np.float64(17.0), np.float64(64.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(138.0), np.float64(138.0)), 0)",6
"((np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(168298626.0), np.float64(1827505666.0), np.float64(6.0), np.float64(64.0), np.float64(36858.0), np.float64(7124.0), np.float64(24.0), np.float64(1037.0), np.float64(0.0), np.float64(0.0)), 1)",6
"((np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(168298634.0), np.float64(3438079652.0), np.float64(6.0), np.float64(64.0), np.float64(43444.0), np.float64(1442.0), np.float64(16.0), np.float64(52672.0), np.float64(0.0), np.float64(0.0)), 1)",6
"((np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(168298634.0), np.float64(3497393012.0), np.float64(6.0), np.float64(64.0), np.float64(56574.0), np.float64(443.0), np.float64(16.0), np.float64(1444.0), np.float64(0.0), np.float64(0.0)), 1)",6
"((np.float64(167746769803311.0), np.float64(93042766637506.0), np.float64(2048.0), np.float64(2211115080.0), np.float64(2211115158.0), np.float64(6.0), np.float64(64.0), np.float64(22.0), np.float64(44475.0), np.float64(16.0), np.float64(391.0), np.float64(0.0), np.float64(0.0)), 0)",6
"((np.float64(167746769803311.0), np.float64(256079677908304.0), np.float64(2048.0), np.float64(3627736014.0), np.float64(2211115158.0), np.float64(6.0), np.float64(55.0), np.float64(443.0), np.float64(59539.0), np.float64(16.0), np.float64(1653.0), np.float64(0.0), np.float64(0.0)), 0)",6
"((np.float64(256079677908304.0), np.float64(203050739702946.0), np.float64(2048.0), np.float64(2211115095.0), np.float64(1676308567.0), np.float64(17.0), np.float64(128.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(61009.0), np.float64(50116.0)), 0)",6
"((np.float64(167746769803311.0), np.float64(93042766637506.0), np.float64(2048.0), np.float64(2211115080.0), np.float64(2211115158.0), np.float64(6.0), np.float64(64.0), np.float64(22.0), np.float64(44483.0), np.float64(16.0), np.float64(500.0), np.float64(0.0), np.float64(0.0)), 0)",6
"((np.float64(256079677908304.0), np.float64(203050739702946.0), np.float64(2048.0), np.float64(2211115095.0), np.float64(2918999067.0), np.float64(6.0), np.float64(128.0), np.float64(64842.0), np.float64(443.0), np.float64(16.0), np.float64(16515.0), np.float64(0.0), np.float64(0.0)), 0)",6
"((np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(2152599165.0), np.float64(168298630.0), np.float64(6.0), np.float64(114.0), np.float64(26965.0), np.float64(56230.0), np.float64(16.0), np.float64(66.0), np.float64(0.0), np.float64(0.0)), 1)",6
"((np.float64(203050739702946.0), np.float64(203050739697615.0), np.float64(2048.0), np.float64(2211115250.0), np.float64(2211115095.0), np.float64(6.0), np.float64(128.0), np.float64(22.0), np.float64(42128.0), np.float64(16.0), np.float64(2914.0), np.float64(0.0), np.float64(0.0)), 0)",6
"((np.float64(203050739702946.0), np.float64(203050739697615.0), np.float64(2048.0), np.float64(2211115250.0), np.float64(2211115095.0), np.float64(6.0), np.float64(128.0), np.float64(22.0), np.float64(42128.0), np.float64(16.0), np.float64(1471.0), np.float64(0.0), np.float64(0.0)), 0)",6
"((np.float64(256079677908304.0), np.float64(167746769803311.0), np.float64(2048.0), np.float64(2211115158.0), np.float64(3516189987.0), np.float64(6.0), np.float64(64.0), np.float64(56578.0), np.float64(443.0), np.float64(16.0), np.float64(175.0), np.float64(0.0), np.float64(0.0)), 0)",6
"((np.float64(256079677908304.0), np.float64(167746769803311.0), np.float64(2048.0), np.float64(2211115158.0), np.float64(3516189993.0), np.float64(6.0), np.float64(64.0), np.float64(34203.0), np.float64(443.0), np.float64(16.0), np.float64(18631.0), np.float64(0.0), np.float64(0.0)), 0)",6
"((np.float64(203050739702946.0), np.float64(203050739697615.0), np.float64(2048.0), np.float64(2211115250.0), np.float64(2211115095.0), np.float64(6.0), np.float64(128.0), np.float64(22.0), np.float64(42128.0), np.float64(16.0), np.float64(124.0), np.float64(0.0), np.float64(0.0)), 0)",6
"((np.float64(203050739936115.0), np.float64(256079677908304.0), np.float64(2048.0), np.float64(3516189986.0), np.float64(2211115094.0), np.float64(6.0), np.float64(53.0), np.float64(80.0), np.float64(1747.0), np.float64(16.0), np.float64(495.0), np.float64(0.0), np.float64(0.0)), 0)",6
"((np.float64(167746769787822.0), np.float64(90520731479020.0), np.float64(2048.0), np.float64(2211115121.0), np.float64(2211115109.0), np.float64(6.0), np.float64(64.0), np.float64(22.0), np.float64(41760.0), np.float64(24.0), np.float64(10.0), np.float64(0.0), np.float64(0.0)), 0)",6
"((np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(168298626.0), np.float64(1455548467.0), np.float64(6.0), np.float64(64.0), np.float64(34813.0), np.float64(40406.0), np.float64(24.0), np.float64(229.0), np.float64(0.0), np.float64(0.0)), 1)",6
"((np.float64(167746769803311.0), np.float64(93042766637506.0), np.float64(2048.0), np.float64(2211115080.0), np.float64(2211115158.0), np.float64(6.0), np.float64(64.0), np.float64(22.0), np.float64(44475.0), np.float64(16.0), np.float64(426.0), np.float64(0.0), np.float64(0.0)), 0)",6
"((np.float64(203050739702946.0), np.float64(256079677908304.0), np.float64(2048.0), np.float64(1296607460.0), np.float64(2211115095.0), np.float64(17.0), np.float64(109.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(80.0), np.float64(13929.0)), 0)",6
"((np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(168298634.0), np.float64(3516189993.0), np.float64(6.0), np.float64(64.0), np.float64(60124.0), np.float64(443.0), np.float64(16.0), np.float64(631.0), np.float64(0.0), np.float64(0.0)), 1)",6
"((np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(2170694499.0), np.float64(168298630.0), np.float64(6.0), np.float64(108.0), np.float64(24011.0), np.float64(39081.0), np.float64(16.0), np.float64(257.0), np.float64(0.0), np.float64(0.0)), 1)",6
"((np.float64(203050739702946.0), np.float64(203050739697615.0), np.float64(2048.0), np.float64(2211115250.0), np.float64(2211115095.0), np.float64(6.0), np.float64(128.0), np.float64(22.0), np.float64(42128.0), np.float64(16.0), np.float64(818.0), np.float64(0.0), np.float64(0.0)), 0)",6
"((np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(168298634.0), np.float64(3438079652.0), np.float64(6.0), np.float64(64.0), np.float64(44452.0), np.float64(1680.0), np.float64(16.0), np.float64(52096.0), np.float64(0.0), np.float64(0.0)), 1)",6
"((np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(168298634.0), np.float64(1264950028.0), np.float64(6.0), np.float64(64.0), np.float64(47126.0), np.float64(22.0), np.float64(16.0), np.float64(20780.0), np.float64(0.0), np.float64(0.0)), 1)",6
"((np.float64(203050739702946.0), np.float64(203050739697615.0), np.float64(2048.0), np.float64(2211115250.0), np.float64(2211115095.0), np.float64(6.0), np.float64(128.0), np.float64(22.0), np.float64(42128.0), np.float64(16.0), np.float64(692.0), np.float64(0.0), np.float64(0.0)), 0)",6
"((np.float64(256079677908304.0), np.float64(203050739702946.0), np.float64(2048.0), np.float64(2211115095.0), np.float64(2259293052.0), np.float64(6.0), np.float64(128.0), np.float64(10864.0), np.float64(443.0), np.float64(16.0), np.float64(63766.0), np.float64(0.0), np.float64(0.0)), 0)",6
"((np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(168298626.0), np.float64(3488738480.0), np.float64(6.0), np.float64(64.0), np.float64(43493.0), np.float64(80.0), np.float64(16.0), np.float64(5063.0), np.float64(0.0), np.float64(0.0)), 1)",6
"((np.float64(256079677908304.0), np.float64(167746769803311.0), np.float64(2048.0), np.float64(2211115158.0), np.float64(3516189987.0), np.float64(6.0), np.float64(64.0), np.float64(56578.0), np.float64(443.0), np.float64(16.0), np.float64(138.0), np.float64(0.0), np.float64(0.0)), 0)",6
"((np.float64(167746769803311.0), np.float64(93042766637506.0), np.float64(2048.0), np.float64(2211115080.0), np.float64(2211115158.0), np.float64(6.0), np.float64(64.0), np.float64(22.0), np.float64(44483.0), np.float64(16.0), np.float64(563.0), np.float64(0.0), np.float64(0.0)), 0)",6
"((np.float64(167746769787822.0), np.float64(90520731479020.0), np.float64(2048.0), np.float64(2211115121.0), np.float64(2211115109.0), np.float64(6.0), np.float64(64.0), np.float64(22.0), np.float64(41917.0), np.float64(16.0), np.float64(86.0), np.float64(0.0), np.float64(0.0)), 0)",6
"((np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(168298634.0), np.float64(3516189993.0), np.float64(6.0), np.float64(64.0), np.float64(57838.0), np.float64(80.0), np.float64(16.0), np.float64(1444.0), np.float64(0.0), np.float64(0.0)), 1)",6
"((np.float64(256079677908304.0), np.float64(203050739702946.0), np.float64(2048.0), np.float64(2211115095.0), np.float64(3285926116.0), np.float64(17.0), np.float64(255.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(17617.0), np.float64(80.0)), 0)",6
"((np.float64(90520731923714.0), np.float64(8796750388509.0), np.float64(2048.0), np.float64(167772687.0), np.float64(2915192336.0), np.float64(6.0), np.float64(64.0), np.float64(52875.0), np.float64(993.0), np.float64(24.0), np.float64(48280.0), np.float64(0.0), np.float64(0.0)), 0)",6
"((np.float64(167746769787822.0), np.float64(90520731479020.0), np.float64(2048.0), np.float64(2211115121.0), np.float64(2211115109.0), np.float64(6.0), np.float64(64.0), np.float64(22.0), np.float64(41562.0), np.float64(16.0), np.float64(16.0), np.float64(0.0), np.float64(0.0)), 0)",6
"((np.float64(203050739702946.0), np.float64(203050739697615.0), np.float64(2048.0), np.float64(2211115250.0), np.float64(2211115095.0), np.float64(6.0), np.float64(128.0), np.float64(22.0), np.float64(42128.0), np.float64(16.0), np.float64(420.0), np.float64(0.0), np.float64(0.0)), 0)",6
"((np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(2637641885.0), np.float64(168296454.0), np.float64(6.0), np.float64(50.0), np.float64(40008.0), np.float64(36439.0), np.float64(16.0), np.float64(83.0), np.float64(0.0), np.float64(0.0)), 1)",6
"((np.float64(256079677908304.0), np.float64(167746769803311.0), np.float64(2048.0), np.float64(2211115158.0), np.float64(401287311.0), np.float64(6.0), np.float64(64.0), np.float64(54394.0), np.float64(443.0), np.float64(16.0), np.float64(80.0), np.float64(0.0), np.float64(0.0)), 0)",6
"((np.float64(167746769803311.0), np.float64(93042766637506.0), np.float64(2048.0), np.float64(2211115080.0), np.float64(2211115158.0), np.float64(6.0), np.float64(64.0), np.float64(22.0), np.float64(44483.0), np.float64(16.0), np.float64(3830.0), np.float64(0.0), np.float64(0.0)), 0)",6
"((np.float64(167746769787822.0), np.float64(90520731479020.0), np.float64(2048.0), np.float64(2211115121.0), np.float64(2211115109.0), np.float64(6.0), np.float64(64.0), np.float64(22.0), np.float64(41917.0), np.float64(16.0), np.float64(75.0), np.float64(0.0), np.float64(0.0)), 0)",6
"((np.float64(56298426838636.0), np.float64(72053665388.0), np.float64(34525.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)), 0)",6
"((np.float64(167746769787822.0), np.float64(90520731479020.0), np.float64(2048.0), np.float64(2211115121.0), np.float64(2211115109.0), np.float64(6.0), np.float64(64.0), np.float64(22.0), np.float64(41799.0), np.float64(24.0), np.float64(7.0), np.float64(0.0), np.float64(0.0)), 0)",6
"((np.float64(203050739702946.0), np.float64(256079677908304.0), np.float64(2048.0), np.float64(3500664436.0), np.float64(2211115095.0), np.float64(17.0), np.float64(115.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(80.0), np.float64(17609.0)), 0)",6
"((np.float64(167746769787822.0), np.float64(90520731479020.0), np.float64(2048.0), np.float64(2211115121.0), np.float64(2211115109.0), np.float64(6.0), np.float64(64.0), np.float64(22.0), np.float64(41595.0), np.float64(24.0), np.float64(71.0), np.float64(0.0), np.float64(0.0)), 0)",6
"((np.float64(167746769803311.0), np.float64(93042766637506.0), np.float64(2048.0), np.float64(2211115080.0), np.float64(2211115158.0), np.float64(6.0), np.float64(64.0), np.float64(22.0), np.float64(44483.0), np.float64(16.0), np.float64(482.0), np.float64(0.0), np.float64(0.0)), 0)",6
"((np.float64(203050739702946.0), np.float64(203050739697615.0), np.float64(2048.0), np.float64(2211115250.0), np.float64(2211115095.0), np.float64(6.0), np.float64(128.0), np.float64(22.0), np.float64(42128.0), np.float64(16.0), np.float64(1726.0), np.float64(0.0), np.float64(0.0)), 0)",6
"((np.float64(203050739702946.0), np.float64(203050739697615.0), np.float64(2048.0), np.float64(2211115250.0), np.float64(2211115095.0), np.float64(6.0), np.float64(128.0), np.float64(22.0), np.float64(42128.0), np.float64(16.0), np.float64(3159.0), np.float64(0.0), np.float64(0.0)), 0)",6
"((np.float64(167746769803311.0), np.float64(256079677908304.0), np.float64(2048.0), np.float64(3627736046.0), np.float64(2211115158.0), np.float64(6.0), np.float64(55.0), np.float64(443.0), np.float64(47632.0), np.float64(24.0), np.float64(458.0), np.float64(0.0), np.float64(0.0)), 0)",6
"((np.float64(167746769803311.0), np.float64(93042766637506.0), np.float64(2048.0), np.float64(2211115080.0), np.float64(2211115158.0), np.float64(6.0), np.float64(64.0), np.float64(22.0), np.float64(44483.0), np.float64(16.0), np.float64(421.0), np.float64(0.0), np.float64(0.0)), 0)",6
"((np.float64(167746769787822.0), np.float64(90520731479020.0), np.float64(2048.0), np.float64(2211115121.0), np.float64(2211115109.0), np.float64(6.0), np.float64(64.0), np.float64(22.0), np.float64(41760.0), np.float64(16.0), np.float64(74.0), np.float64(0.0), np.float64(0.0)), 0)",6
"((np.float64(167746769803311.0), np.float64(256079677908304.0), np.float64(2048.0), np.float64(3627736014.0), np.float64(2211115158.0), np.float64(6.0), np.float64(55.0), np.float64(443.0), np.float64(59290.0), np.float64(16.0), np.float64(1053.0), np.float64(0.0), np.float64(0.0)), 0)",6
"((np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(3438079652.0), np.float64(168298634.0), np.float64(6.0), np.float64(37.0), np.float64(1336.0), np.float64(49463.0), np.float64(16.0), np.float64(2491.0), np.float64(0.0), np.float64(0.0)), 1)",6
"((np.float64(203050739702946.0), np.float64(203050739697615.0), np.float64(2048.0), np.float64(2211115250.0), np.float64(2211115095.0), np.float64(6.0), np.float64(128.0), np.float64(22.0), np.float64(42128.0), np.float64(16.0), np.float64(1547.0), np.float64(0.0), np.float64(0.0)), 0)",6
"((np.float64(281474976710655.0), np.float64(203178706755348.0), np.float64(2054.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)), 0)",6
